time,spot,call_premium,put_premium,net_premium,net_dex,net_gex
06:02:01,7412.84,37114526.0,8017237.0,29097289.0,5484530.073189601,17223310.97068007
06:02:14,7412.84,37138346.0,8017237.0,29121109.0,5488222.927692401,17223310.97068007
06:02:30,7412.84,37147882.0,8017237.0,29130645.0,5489749.824475601,17223310.97068007
09:20:26,7379.4,150724687.0,180668174.0,-29943487.0,41756107.171716005,-13423454.370678777
09:20:36,7379.88,149638984.0,183344601.0,-33705617.0,41835640.850616,-13425200.709853183
10:31:09,7347.36,121729248.0,634480554.0,-512751306.0,-77868234.11600639,-27983829.77936008
15:10:40,7400.96,900683415.0,87056242.0,813627173.0,65206839.116339184,-8791570.006197209
15:10:53,7400.96,900923072.0,86910262.0,814012810.0,65206257.77093121,-8791570.006197209
15:11:08,7400.96,901537206.0,86868008.0,814669198.0,65203848.3143936,-8791570.006197209
16:10:32,7400.96,917845172.0,84697741.0,833147431.0,0.0,0.0
16:10:33,7400.96,917845322.0,84716586.0,833128736.0,0.0,0.0
16:10:48,7400.96,917857458.0,84704630.0,833152828.0,0.0,0.0
16:10:48,7400.96,917845172.0,84697741.0,833147431.0,0.0,0.0
16:10:51,7400.96,917845172.0,84697741.0,833147431.0,0.0,0.0
16:10:54,7400.96,917845172.0,84697741.0,833147431.0,0.0,0.0
16:10:55,7400.96,917845322.0,84716586.0,833128736.0,0.0,0.0
16:10:55,7400.96,917857608.0,84723475.0,833134133.0,0.0,0.0
16:10:59,7400.96,917857608.0,84723475.0,833134133.0,0.0,0.0
16:11:03,7400.96,917857458.0,84704630.0,833152828.0,0.0,0.0
16:11:18,7400.96,917857458.0,84704630.0,833152828.0,0.0,0.0
16:11:34,7400.96,917845172.0,84697741.0,833147431.0,0.0,0.0
16:11:48,7400.96,917857458.0,84704630.0,833152828.0,0.0,0.0
16:12:03,7400.96,917845322.0,84716586.0,833128736.0,0.0,0.0
16:12:45,7400.96,917845172.0,84697741.0,833147431.0,0.0,0.0
16:12:48,7400.96,917845172.0,84697741.0,833147431.0,0.0,0.0
16:12:56,7400.96,917857458.0,84704630.0,833152828.0,0.0,0.0
16:14:12,7400.96,917845172.0,84697741.0,833147431.0,0.0,0.0
16:39:23,7400.96,917845322.0,84716586.0,833128736.0,0.0,0.0
17:36:49,7400.96,917857458.0,84704630.0,833152828.0,0.0,0.0
21:27:25,7400.96,48772835.0,16664003.0,32108832.0,0.0,0.0
