time,spot,call_premium,put_premium,net_premium,net_dex,net_gex
00:00:11,739.3,76286569.0,99760274.0,-23473705.0,-1343726.588157999,2645531.5262022186
00:00:27,739.3,76286569.0,99760274.0,-23473705.0,-1343726.588157999,2645531.5262022186
00:00:41,739.3,76286569.0,99760274.0,-23473705.0,-1343726.588157999,2645531.5262022186
00:00:56,739.3,76286569.0,99760274.0,-23473705.0,-1343726.588157999,2645531.5262022186
00:01:11,739.3,76286569.0,99760274.0,-23473705.0,-1343726.588157999,2645531.5262022186
00:01:27,739.3,76286569.0,99760274.0,-23473705.0,-1343726.588157999,2645531.5262022186
00:01:41,739.3,76286569.0,99760274.0,-23473705.0,-1343726.588157999,2645531.5262022186
00:01:56,739.3,76286569.0,99760274.0,-23473705.0,-1343726.588157999,2645531.5262022186
00:02:11,739.3,76286569.0,99760274.0,-23473705.0,-1343726.588157999,2645531.5262022186
00:02:26,739.3,76286569.0,99760274.0,-23473705.0,-1343726.588157999,2645531.5262022186
00:02:41,739.3,76286569.0,99760274.0,-23473705.0,-1343726.588157999,2645531.5262022186
00:02:57,739.3,76286569.0,99760274.0,-23473705.0,-1343726.588157999,2645531.5262022186
00:03:11,739.3,76286569.0,99760274.0,-23473705.0,-1343726.588157999,2645531.5262022186
00:03:27,739.3,76286569.0,99760274.0,-23473705.0,-1343726.588157999,2645531.5262022186
00:03:41,739.3,76286569.0,99760274.0,-23473705.0,-1343726.588157999,2645531.5262022186
00:03:56,739.3,76286569.0,99760274.0,-23473705.0,-1343726.588157999,2645531.5262022186
00:04:12,739.3,76286569.0,99760274.0,-23473705.0,-1343726.588157999,2645531.5262022186
00:04:27,739.3,76286569.0,99760274.0,-23473705.0,-1343726.588157999,2645531.5262022186
00:04:42,739.3,76286569.0,99760274.0,-23473705.0,-1343726.588157999,2645531.5262022186
00:04:56,739.3,76286569.0,99760274.0,-23473705.0,-1343726.588157999,2645531.5262022186
00:05:11,739.3,76286569.0,99760274.0,-23473705.0,-1343726.588157999,2645531.5262022186
