time,spot,call_premium,put_premium,net_premium,net_dex,net_gex
06:21:08,737.62,0.0,0.0,0.0,0.0,3690026.5770060574
06:21:17,737.62,0.0,0.0,0.0,0.0,3690026.5770060574
06:21:32,737.62,0.0,0.0,0.0,0.0,3690026.5770060574
06:21:47,737.62,0.0,0.0,0.0,0.0,3690026.5770060574
06:22:02,737.62,0.0,0.0,0.0,0.0,3690026.5770060574
06:22:17,737.62,0.0,0.0,0.0,0.0,3690026.5770060574
06:22:32,737.62,0.0,0.0,0.0,0.0,3690026.5770060574
06:22:46,737.62,0.0,0.0,0.0,0.0,3690026.5770060574
06:23:45,737.62,0.0,0.0,0.0,0.0,3690026.5770060574
06:23:46,737.62,0.0,0.0,0.0,0.0,3690026.5770060574
06:24:45,737.62,0.0,0.0,0.0,0.0,3690026.5770060574
06:24:47,737.62,0.0,0.0,0.0,0.0,3690026.5770060574
06:25:45,737.62,27238551.0,14919085.0,12319466.0,0.0,3690026.5770060574
06:25:46,737.62,27238551.0,14919085.0,12319466.0,0.0,3690026.5770060574
06:26:23,737.62,27238551.0,14919085.0,12319466.0,0.0,3690026.5770060574
06:26:43,737.62,27238551.0,14919085.0,12319466.0,0.0,3690026.5770060574
06:26:58,737.62,27238551.0,14919085.0,12319466.0,0.0,3690026.5770060574
06:27:13,737.62,27238551.0,14919085.0,12319466.0,0.0,3690026.5770060574
06:27:19,737.62,27238551.0,14919085.0,12319466.0,0.0,3690026.5770060574
06:27:29,737.62,27238551.0,14919085.0,12319466.0,0.0,3690026.5770060574
06:27:44,737.62,27238551.0,14919085.0,12319466.0,0.0,3690026.5770060574
06:28:00,737.62,27238551.0,14919085.0,12319466.0,0.0,3690026.5770060574
06:28:15,737.62,27238551.0,14919085.0,12319466.0,0.0,3690026.5770060574
06:28:30,737.62,27238551.0,14919085.0,12319466.0,0.0,3690026.5770060574
06:28:45,737.62,27238551.0,14919085.0,12319466.0,0.0,3690026.5770060574
